,rcp26_gepic_soy_gfdl-esm2m_delta_y,rcp26_gepic_soy_hadgem2-es_delta_y,rcp26_gepic_soy_ipsl-cm5a-lr_delta_y,rcp26_gepic_soy_miroc5_delta_y,rcp26_gepic_mai_gfdl-esm2m_delta_y,rcp26_gepic_mai_hadgem2-es_delta_y,rcp26_gepic_mai_ipsl-cm5a-lr_delta_y,rcp26_gepic_mai_miroc5_delta_y,rcp26_gepic_whe_gfdl-esm2m_delta_y,rcp26_gepic_whe_hadgem2-es_delta_y,rcp26_gepic_whe_ipsl-cm5a-lr_delta_y,rcp26_gepic_whe_miroc5_delta_y,rcp26_gepic_ric_gfdl-esm2m_delta_y,rcp26_gepic_ric_hadgem2-es_delta_y,rcp26_gepic_ric_ipsl-cm5a-lr_delta_y,rcp26_gepic_ric_miroc5_delta_y,rcp26_lpjml_soy_gfdl-esm2m_delta_y,rcp26_lpjml_soy_hadgem2-es_delta_y,rcp26_lpjml_soy_ipsl-cm5a-lr_delta_y,rcp26_lpjml_soy_miroc5_delta_y,rcp26_lpjml_mai_gfdl-esm2m_delta_y,rcp26_lpjml_mai_hadgem2-es_delta_y,rcp26_lpjml_mai_ipsl-cm5a-lr_delta_y,rcp26_lpjml_mai_miroc5_delta_y,rcp26_lpjml_whe_gfdl-esm2m_delta_y,rcp26_lpjml_whe_hadgem2-es_delta_y,rcp26_lpjml_whe_ipsl-cm5a-lr_delta_y,rcp26_lpjml_whe_miroc5_delta_y,rcp26_lpjml_ric_gfdl-esm2m_delta_y,rcp26_lpjml_ric_hadgem2-es_delta_y,rcp26_lpjml_ric_ipsl-cm5a-lr_delta_y,rcp26_lpjml_ric_miroc5_delta_y,rcp26_clm45_soy_gfdl-esm2m_delta_y,rcp26_clm45_mai_gfdl-esm2m_delta_y,rcp60_gepic_soy_gfdl-esm2m_delta_y,rcp60_gepic_soy_hadgem2-es_delta_y,rcp60_gepic_soy_ipsl-cm5a-lr_delta_y,rcp60_gepic_soy_miroc5_delta_y,rcp60_gepic_mai_gfdl-esm2m_delta_y,rcp60_gepic_mai_hadgem2-es_delta_y,rcp60_gepic_mai_ipsl-cm5a-lr_delta_y,rcp60_gepic_mai_miroc5_delta_y,rcp60_gepic_whe_gfdl-esm2m_delta_y,rcp60_gepic_whe_hadgem2-es_delta_y,rcp60_gepic_whe_ipsl-cm5a-lr_delta_y,rcp60_gepic_whe_miroc5_delta_y,rcp60_gepic_ric_gfdl-esm2m_delta_y,rcp60_gepic_ric_hadgem2-es_delta_y,rcp60_gepic_ric_ipsl-cm5a-lr_delta_y,rcp60_gepic_ric_miroc5_delta_y,rcp60_clm45_soy_gfdl-esm2m_delta_y,rcp60_clm45_mai_gfdl-esm2m_delta_y,rcp26_gepic_soy_gfdl-esm2m_delta_var,rcp26_gepic_soy_hadgem2-es_delta_var,rcp26_gepic_soy_ipsl-cm5a-lr_delta_var,rcp26_gepic_soy_miroc5_delta_var,rcp26_gepic_mai_gfdl-esm2m_delta_var,rcp26_gepic_mai_hadgem2-es_delta_var,rcp26_gepic_mai_ipsl-cm5a-lr_delta_var,rcp26_gepic_mai_miroc5_delta_var,rcp26_gepic_whe_gfdl-esm2m_delta_var,rcp26_gepic_whe_hadgem2-es_delta_var,rcp26_gepic_whe_ipsl-cm5a-lr_delta_var,rcp26_gepic_whe_miroc5_delta_var,rcp26_gepic_ric_gfdl-esm2m_delta_var,rcp26_gepic_ric_hadgem2-es_delta_var,rcp26_gepic_ric_ipsl-cm5a-lr_delta_var,rcp26_gepic_ric_miroc5_delta_var,rcp26_lpjml_soy_gfdl-esm2m_delta_var,rcp26_lpjml_soy_hadgem2-es_delta_var,rcp26_lpjml_soy_ipsl-cm5a-lr_delta_var,rcp26_lpjml_soy_miroc5_delta_var,rcp26_lpjml_mai_gfdl-esm2m_delta_var,rcp26_lpjml_mai_hadgem2-es_delta_var,rcp26_lpjml_mai_ipsl-cm5a-lr_delta_var,rcp26_lpjml_mai_miroc5_delta_var,rcp26_lpjml_whe_gfdl-esm2m_delta_var,rcp26_lpjml_whe_hadgem2-es_delta_var,rcp26_lpjml_whe_ipsl-cm5a-lr_delta_var,rcp26_lpjml_whe_miroc5_delta_var,rcp26_lpjml_ric_gfdl-esm2m_delta_var,rcp26_lpjml_ric_hadgem2-es_delta_var,rcp26_lpjml_ric_ipsl-cm5a-lr_delta_var,rcp26_lpjml_ric_miroc5_delta_var,rcp26_clm45_soy_gfdl-esm2m_delta_var,rcp26_clm45_mai_gfdl-esm2m_delta_var,rcp60_gepic_soy_gfdl-esm2m_delta_var,rcp60_gepic_soy_hadgem2-es_delta_var,rcp60_gepic_soy_ipsl-cm5a-lr_delta_var,rcp60_gepic_soy_miroc5_delta_var,rcp60_gepic_mai_gfdl-esm2m_delta_var,rcp60_gepic_mai_hadgem2-es_delta_var,rcp60_gepic_mai_ipsl-cm5a-lr_delta_var,rcp60_gepic_mai_miroc5_delta_var,rcp60_gepic_whe_gfdl-esm2m_delta_var,rcp60_gepic_whe_hadgem2-es_delta_var,rcp60_gepic_whe_ipsl-cm5a-lr_delta_var,rcp60_gepic_whe_miroc5_delta_var,rcp60_gepic_ric_gfdl-esm2m_delta_var,rcp60_gepic_ric_hadgem2-es_delta_var,rcp60_gepic_ric_ipsl-cm5a-lr_delta_var,rcp60_gepic_ric_miroc5_delta_var,rcp60_clm45_soy_gfdl-esm2m_delta_var,rcp60_clm45_mai_gfdl-esm2m_delta_var
2006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,-0.00023209178669301455,-0.0012453534965756253,0.00282823716187403,0.001793682809394518,-0.0005656631009260126,-0.0022402128663390705,0.0018474291145077388,0.001544052347730458,-0.0010781548319892266,-0.0013712938705504015,0.0025142537524910796,0.001201901675192876,-0.0009537990304841722,-0.0024614586152852725,0.003013397834755805,0.002102041159936177,-0.0005253471113618678,0.0023815351711604232,0.0008054251536005684,0.00024199583789097956,-0.0003138059430694541,0.0006198306550414211,0.0003082034145512544,0.0003674177516071014,-0.00045714057283184433,-0.00014387621759838026,0.0023894455372101098,0.0005183463447520517,-0.0018846397804262198,-0.0027582542554719465,0.0049704308355065846,0.0024594530546757807,0.003815655681281985,1.621916533262423e-05,-0.007728916178320712,-0.010500599952465998,0.0016916304273367395,0.006101468156004741,-0.006123446631018384,-0.008023806367579017,0.0012113267641916251,0.004534845228028673,-0.006101888299108653,-0.008352233172004252,0.0013714492118911852,0.004682386789444009,-0.008330283531684456,-0.010408933243818698,0.0016768316480580607,0.005719601174183112,0.0023922575155189306,-0.004497050359375558,0.006155117551881955,-0.011066756981313776,0.0016967882958786476,0.012088458652677443,0.02319200331704278,-0.01979493185838534,0.007800143429737189,0.003803564695577422,0.002853290950849702,-0.012061097418824735,-0.011185736563523207,-0.014660941904901801,0.02812245446575707,-0.018476133542734877,-0.0031788521070616857,0.009711330544002002,-0.009458362287788928,0.020476700118263965,-0.002394455725879682,0.03723454872970857,0.01573293886224235,-0.014823188276580761,-0.006832675169198036,0.004012963878248425,-0.0307094283000075,-0.015490640999710922,0.014756367775272172,-0.007931399263905223,0.07104352144101375,0.007170890269321537,0.024217449982912264,0.025622158712014995,0.061077707,-0.011872406,-0.052916808812500625,-0.012584244520362501,0.010473671519863103,0.007376235981104378,-0.016913646351511494,-0.00965679221109111,0.017521613198780876,-0.005930715292097645,-0.06374518981468234,-0.019287184900527905,0.014637256306796681,0.016239553562635952,-0.02795062951143473,-0.01220862873859158,0.0158781541578917,-0.005865220425631178,-0.07251233,-0.028682757
2008,-0.0006003972939218942,0.0006701478690883259,-0.000375279375863078,-0.003085804967788998,-0.0014633115626649063,0.001205500191559636,-0.00024513575254217767,-0.0026563472539279575,-0.0027890743260611433,0.0007379187257032998,-0.0003336168521210739,-0.0020677201903697025,-0.0024673788116658896,0.001324556642285347,-0.00039984838396826003,-0.003616296604870515,-0.001359018294122352,-0.0012815483511312738,-0.00010687203075549847,-0.0004163233069063766,-0.0008117833109049822,-0.0003335423988560707,-4.0895575028448e-05,-0.0006320958851948747,-0.0011825750785105433,7.742246751718799e-05,-0.0003170560241379667,-0.0008917494873082314,-0.004875366941278805,0.0014842678940485744,-0.0006595274989186316,-0.00423117867574605,0.009870704078854665,4.195729247523811e-05,0.017656605497113367,-0.01571810132240502,0.007227003337956368,-0.005193950115235293,0.013988931818123424,-0.012010647205672027,0.005175044399001058,-0.003860343001464883,0.013939682097603278,-0.012502261571738532,0.00585912139673415,-0.003985939577620247,0.01903042116184656,-0.015580887580244387,0.00716377981967698,-0.0048688811312588625,-0.00546508025504292,0.010273451317646221,-0.01993639199831774,0.01813842245050779,-0.0029366086263717265,0.008379190195695352,-0.006788727179677455,-0.008077713979236161,0.004813300249439118,0.003127465008924012,-0.04054060062919866,-5.218154960645024e-05,-0.0005681895445716617,-0.01670042841513938,-0.002754329921030485,-0.0071578616912606,0.0030522756474009646,0.0005099527061878703,-0.02451767316619346,-0.006212289985670948,-0.016466742934763075,0.015842528936871287,-0.0049808354983803295,-0.019253533776218006,-0.010992181233545093,-0.009642142293133127,-0.029034318973928573,-0.008477072174695777,0.02164642019565292,-0.02385882854087702,0.027364583223336673,0.011044905287670189,0.016954997773632362,0.013713490360472636,-0.05963527,-0.0038855092,0.011912758244770557,-0.014241984417597931,0.0007592398423236649,0.005405400456077052,0.007700331448234764,-0.018620507714209852,0.009961522757920612,-0.002482124462858035,0.0036861437438247464,-0.012020590464261231,0.006622211399894777,0.017137456698024515,0.02047209782174505,-0.014811692117661509,0.01678202156819101,-0.0051848286194023955,-0.032565914,-0.007338572
2009,0.0017164222979631164,-0.0016434446499614583,-0.009661513479069671,-0.010427499577159023,0.004183330971761575,-0.0029563219279371868,-0.0063109846416187,-0.008976283386752045,0.007973435943817844,-0.001809643270989237,-0.008588917806100169,-0.006987204841468634,0.007053769316981648,-0.003248291351423903,-0.01029403905399547,-0.012220127879691515,0.003885176244106884,0.0031428194857932587,-0.002751405038726468,-0.0014068326261844728,0.0023207349367782115,0.0008179664462427361,-0.0010528506888047421,-0.00213596764681993,0.003380758464969091,-0.00018986785737457466,-0.00816256167497688,-0.0030133846756040966,0.01393775190774227,-0.003639961032633213,-0.016979440466092455,-0.014297926898419298,-0.02821847591429294,-0.00011994796295005854,0.010498732009641434,-0.020247672950149797,0.00027421041425941436,-0.010963889540484384,0.008317909480598334,-0.015471821408443987,0.00019635400761586162,-0.008148783357062638,0.008288625277732994,-0.016105106987760173,0.0002223095839677568,-0.008413904691900113,0.011315611703591622,-0.020070917569932564,0.00027181155731586257,-0.010277702658769674,-0.00324957212292356,0.006108660705802076,0.019173693718248733,-0.003373291240528794,-0.03465567221983285,-0.025101596355160693,0.01750693948791333,-0.01852446761163072,-0.019332526191240162,-0.019038444366835446,0.013481955077878641,-0.0034888062520123104,-0.041016714002520716,-0.039824119237815744,0.029442965789395974,-0.01692820974864912,-0.031907007386314724,-0.01549289088774962,0.01032122702680417,0.005644640772500389,-0.03825672549766423,0.010013736087369593,0.014246615217718531,-2.0132239004079297e-05,-0.03348770391021862,0.004844788284152762,0.004659475298688444,-0.013990912862961762,-0.019057680373979053,-0.02769119882780749,0.07764682119981882,-0.002758061817141342,-0.03371362948894271,-0.007468524326485895,-0.0036569552,-0.012339667,0.005199405742738489,-0.0232390654986198,0.011916919781529596,-0.026942502149070822,-0.0071290669243613556,-0.029568901139768976,0.026271094173050222,-0.02565945087769409,-0.007844328843871299,-0.015428222003432886,0.027469905375619365,-0.026654213284498886,0.00285989758173275,-0.012548266496887027,0.018339023703656403,-0.03506954393272553,-0.015401709,-0.008977775
2010,0.0005182160943583606,-0.005424477780444307,-0.004935773190392507,-0.007573699937240659,0.0012630163568530107,-0.009757859877003845,-0.003224089979956216,-0.006519652810326031,0.0024073113232828914,-0.005973045526201252,-0.00438781670528872,-0.00507494557805932,0.0021296488575619863,-0.010721556251147001,-0.0052589112558436134,-0.008875721458500232,0.0011729985455818275,0.010373427829791983,-0.001405609095870623,-0.0010218104631699626,0.0007006680095017297,0.0026998419526308784,-0.0005378693736283154,-0.0015513957025808539,0.001020706529951463,-0.000626692218428593,-0.004170004333954076,-0.0021886811080286516,0.004208036312705369,-0.012014330840813551,-0.008674279368544103,-0.01038486813180317,-0.00851962153742924,-3.621426088439011e-05,0.0074451200374034115,-0.021277044593732867,-0.0035495458872264983,0.0027660881980594736,0.005898601325039966,-0.016258393488684738,-0.0025417253464121246,0.002055862875057622,0.005877834588130031,-0.01692387467977533,-0.0028777100665376833,0.002122750542307444,0.008024405933261251,-0.021091303145008188,-0.003518493628248568,0.0025929695773213046,-0.002304416809872645,0.004331924291495386,0.012569550559863777,-0.006711876914846603,-0.006947866629939321,-0.01142632850675598,0.02075459270663035,-0.01493632571837014,0.006376805969926501,-0.00950163373434002,0.001975158638579693,-0.0018502248115953499,0.015622728659927393,-0.03649673298722284,0.02139312840371814,-0.0216451094294061,-0.007080635090469804,-0.00968751762082788,0.012394737612956739,0.011429215835365715,0.007919676982321655,0.012866334674043047,0.02038498286499293,0.004167257203974812,8.690182505479957e-05,-0.001825422115546501,-0.01875741995380025,0.003627063337052368,0.010321930181838,-0.02935224586750404,0.06978023742097646,-0.008374259494551223,0.015047810163019835,-0.008954978403181563,0.0031265628,-0.010327385,0.00780448115654335,-0.0144197166961746,-0.01932916645674747,-0.0037165707021634482,-0.012208458134520855,-0.029360778668042778,0.006722616341322358,-0.005703138893786474,-0.00019775361328586315,-0.011235683807775817,-0.007999889964077234,0.0021430946813954855,-0.010819241604403233,-0.017306219797896722,-0.00016560612739542353,-0.008129354867505163,-0.06514221,-0.029912744
2011,-8.002421269828632e-05,-0.008554240446603148,-0.005807821561746757,-0.010115029973727888,-0.00019503811379568243,-0.015387855386388066,-0.0037937195613140236,-0.008707300809539792,-0.0003717429764583212,-0.00941931549868892,-0.005163052572912474,-0.006777826830014362,-0.00032886565084632504,-0.01690757596329952,-0.006188051396375529,-0.011853940522483746,-0.00018113734044220592,0.016358587776214847,-0.0016539509615788447,-0.0013646755942378348,-0.00010819888929284604,0.004257570620694737,-0.0006328996947514388,-0.002071961414203481,-0.00015762003022407257,-0.0009882750265435187,-0.004906757289913066,-0.0029230858357332237,-0.0006498153889778241,-0.018946243118160757,-0.010206843954521181,-0.013869476384969008,0.0013156210573974799,5.59229585355102e-06,-0.010855849341983775,-0.017021635674988204,0.00015029608711907393,-0.0067218287355321005,-0.008600845519126458,-0.013006714790949251,0.00010762260475962083,-0.004995921012052574,-0.008570565205835835,-0.013539099743821786,0.00012184898480118877,-0.00515846371191586,-0.011700515429269866,-0.016873042516008446,0.00014898126173890742,-0.006301135816069202,0.003360107235804504,-0.006316448523744009,0.010678895037861392,-0.03268652478198863,0.003335530550182502,-0.016422814881116337,0.005538702432299237,-0.04000783213439356,0.005922631402920759,-0.007519033498632632,-0.008167367922684085,-0.030113586056582292,-0.001292884965768296,-0.03155460310087701,0.029359107069621197,-0.04353464183867894,-0.005819251117729073,-0.014539718188512268,0.012733508726930144,0.008544094661795298,-0.010447280797662025,0.010526737204297526,0.001400625425430457,-0.0023378936627405063,-0.04746194409021581,-0.002483601920649579,-0.010555641417121443,-0.031222356342888353,0.012444848077900214,-0.024003653309276115,0.05213498365549961,-0.042419631907585034,0.026741463220618947,0.0020479262033186374,-0.05013945,-0.024651483,-0.01897073924100338,-0.004353398772936966,-0.005526336447705731,0.008310779437186895,-0.015382240377977157,-0.005366539465756895,0.012622097527238864,-0.004148002761188639,-0.04561125841554718,-0.014017928316970345,0.016488928053181688,0.012337888485213055,-0.00651809603083831,0.0010278965316401953,0.012469602172967111,-0.007101534132133392,0.02217007,-0.042216673
2012,9.706440893306614e-07,-0.008573673069153213,-0.010127910069650161,-0.007855324901704331,2.365691407221231e-06,-0.015422811895670829,-0.006615638951363577,-0.006762083459313757,4.509011843826409e-06,-0.009440713307636257,-0.009003536280754195,-0.005263655373789192,3.988936465784214e-06,-0.01694598481373835,-0.010790969967406378,-0.009205761565852342,2.1970836441739595e-06,0.01639574949310738,-0.002884225422628843,-0.0010598060713619202,1.312385449641451e-06,0.00426724252124145,-0.0011036756421324621,-0.0016090837233935199,1.911833250693043e-06,-0.0009905200856678625,-0.00855659837987405,-0.0022700663285125052,7.8818578177769e-06,-0.018989283197938172,-0.01779910015610952,-0.010771025246927078,-1.5957667812071647e-05,-6.783108178150068e-08,-0.01810602127042686,-0.029631438308920236,-0.003663067399835683,-0.03146341605913315,-0.014344993837626522,-0.02264222277392858,-0.0026230147606440017,-0.023384817969232686,-0.014294490557851362,-0.023569003971038817,-0.0029697449380348077,-0.02414564493974736,-0.019514804835952602,-0.029372765810723945,-0.0036310220280706238,-0.02949424414491526,0.005604183621737156,-0.010534942750372252,-0.01968166549005506,-0.007808972356493905,-0.024703007506746505,-0.020085911626461835,-0.03283432849528976,-0.009620467186401485,-0.001909324512521167,-0.012185854351992124,-0.012142301958963278,-0.03875415362664101,0.0006437064127769587,-0.03997952748632346,-0.02696133877810323,-0.012375537607382105,-0.01652466377568444,-0.01641437856962499,-0.021158101235261708,0.02951114205941275,-0.001382135457014122,0.005456111525420101,-0.012572579060168619,0.007455615586451504,-0.01615663760066401,-0.003437934843493905,-0.028617399884011782,-0.04498170497606124,0.013636525917503372,-0.02148366254955982,-0.021735305822635758,-0.0026019836664290265,-0.002023101319332035,-0.008856891094700803,-0.018972486,-0.035329312,-0.031526810241787835,-0.02548079477743354,0.01055442004300197,-0.03335580379938142,-0.01807716952601417,-0.02484458657209531,0.011251818374069201,-0.03194373234433267,-0.055481206461552,-0.02162493648594835,0.013966815962476724,-0.018695595539872073,-0.030401665594526187,-0.02377981511932091,0.01590724178147153,-0.042447708806718804,-0.011192823,-0.040360875
2013,0.0010472171230423448,-0.014633597606988286,-0.012946366287569955,-0.014634440117775,0.0025523181737855936,-0.02632374962622755,-0.008456679068204496,-0.012597735509991864,0.004864722778162588,-0.016113467186419445,-0.011509094943819482,-0.0098061697424647,0.004303619231409344,-0.028923510474242214,-0.013793946513689318,-0.01715029843574655,0.00237040913165386,0.02798436546529203,-0.0036868651597894834,-0.001974414639989664,0.0014159180795546627,0.0072833556217516224,-0.0014108131912163972,-0.0029977167958234034,0.0020626556515767566,-0.0016906257374629126,-0.010937780454176519,-0.004229124850174661,0.008503648823383822,-0.03241102464748124,-0.022752341660365577,-0.02006637866105287,-0.017216550494988127,-7.318220045522229e-05,0.0011662382447673934,-0.030384965263702438,-0.02107582842904341,-0.03585784612923342,0.0009239843577184873,-0.023218014100642625,-0.015091780474653885,-0.026650926998038775,0.0009207313594213859,-0.024168363327287147,-0.017086727586516533,-0.027518017093672773,0.001256980282909115,-0.030119714728428778,-0.020891452144485935,-0.03361364405755352,-0.00036097457153903085,0.0006785727774431946,0.0003878519852117582,-0.046232189273190186,-0.019659909964561385,-0.008580299122161808,0.006759364215401549,-0.04201660267527322,-0.011894397365559915,-0.006603065908604821,0.006820520738160129,-0.05937224930913674,-0.0014694025618625592,-0.025878758702535483,0.015489755906983918,-0.05313828426545994,-0.019101493770022078,-0.007250942538634363,-0.011539414184074696,-0.01027815463016039,-0.003072861693984903,0.00615027823885034,-0.02046032265158093,-0.020378925294368768,-0.012220234688513576,-0.00295776699963025,0.01594354858238143,-0.051392782826490645,0.017096551866633957,-0.03274554932314898,0.06541361013427927,-0.047378004721049666,-0.013598791170664816,-0.014114199836072516,-0.04580357,-0.03270357,0.009857116412969182,-0.01706590455383575,0.0007914898927155811,-0.06759693284598715,-0.004158654410378213,-0.023476049178921918,0.010355810970608108,-0.04178324451397183,-0.005660813965591997,-0.005526374407356739,0.0007880266068652054,-0.07318383060186094,0.01061241742252606,-0.029089409014544546,0.012149987033722404,-0.069829503671566,-0.08172885,-0.02630538
2014,-0.0010197155405121268,-0.017118474813373412,-0.01251600475365373,-0.02122982857130829,-0.0024852902505829843,-0.030793688406118878,-0.008175563170910288,-0.01827523042299159,-0.004736967442591304,-0.01884963558483483,-0.011126511009147005,-0.014225573434874109,-0.00419059936488215,-0.033834905049678926,-0.013335409820958067,-0.02487952342607508,-0.002308158428404115,0.032736287292543007,-0.0035643068364526334,-0.0028642355975579932,-0.0013787338251492602,0.0085201153616699,-0.0013639151106620043,-0.004348715302293254,-0.0020084870428087303,-0.0019777046549222426,-0.010574188086299691,-0.006135089204186,-0.008280329518553448,-0.03791462113448946,-0.021996011085465794,-0.029109810528636784,0.016764416573659537,7.126031980480356e-05,-0.005477524300484288,-0.033180415707557184,-0.02363725748820398,-0.0064966236128717395,-0.004339719431581348,-0.025354097102870107,-0.016925944440848457,-0.004828539924466487,-0.004324440926265857,-0.026391879510510034,-0.01916334539128818,-0.004985636866917545,-0.005903716565424019,-0.032890761829375996,-0.02343047322216784,-0.006090025399516002,0.0016954057169136208,-0.003187083681030844,-0.0009616888337427485,-0.05260114397040472,-0.020330358555574458,-0.032836902786744185,0.0011959825168284344,-0.042727765314151796,0.002408846098304838,-0.029495262089273822,0.00013063720637512306,-0.058417802245380034,-0.007371497826599415,-0.03426205436225856,-2.0545896921298128e-05,-0.06343880380660688,-0.015345388639839525,-0.029116849705911448,0.008631053432087374,0.0013952150829565017,0.004795422893349174,0.0035892606634426983,0.020929852716651903,-0.006674048466066707,-0.005009013619623977,-0.005352767459544801,0.004073485600811332,-0.06415359998333477,0.011666330588472142,-0.033330207458343704,0.0406548020780439,-0.060909406932071024,-0.0025133005240620346,-0.0393492438564034,-0.030918915,-0.023215216,-0.024335588808531053,-0.017556891338209427,-0.018552391701651502,-0.041869438558782994,-0.03563709443327469,-0.011903497023460498,0.006128126341336036,-0.03643123151960458,-0.04068082716170648,-0.0005335571390845217,-0.019246047661937448,-0.015616746420844612,-0.029625355518288946,-0.015798805881122327,-0.012425554114162846,-0.047183121510246194,-0.013689681,-0.020207155
2015,-0.001388560294457165,-0.014088096131114199,-0.013171327998479377,-0.03600038742190778,-0.0033842529853255576,-0.025342470472782083,-0.00860362601451651,-0.03099014074666118,-0.006450391943242491,-0.015512800120964341,-0.011709082000578913,-0.024122952911941838,-0.005706395221877632,-0.02784531917262927,-0.014033636148524691,-0.04218934124704226,-0.0031430502131888317,0.026941182983943317,-0.003750929737897003,-0.004857014781507155,-0.0018774402960121826,0.007011851556402444,-0.001435328096960594,-0.007374314641509524,-0.0027349836780708793,-0.0016276037206147576,-0.011127840101020102,-0.010403550244261301,-0.011275435489303692,-0.031202828122291203,-0.023147696279060853,-0.0493628317953334,0.022828330342236684,9.703613088173097e-05,0.007998048080965754,-0.027978052155901437,-0.02357889783735736,0.01147290334932759,0.006336673790496961,-0.021378823501247625,-0.01688415481240657,0.00852710194908243,0.0063143647666724975,-0.02225389181212517,-0.01911603168974531,0.008804531910338743,0.008620355904670394,-0.02773381316316734,-0.023372624115218812,0.01075485928800977,-0.00247555933972223,0.004653644077250795,-0.010612443764147158,-0.05207328064689799,-0.026724390882648393,-0.05350185386298584,-0.011746945554980983,-0.046398645851412935,-0.0260778679346683,-0.04902027646511927,-0.008769169949008714,-0.0454031928738036,-0.026274114579185652,-0.061920950877200155,-0.011822875956250084,-0.05752199905122135,-0.029547822006774343,-0.06001605706627162,-0.019729712007251203,-0.010974280290870482,-0.005514940303791732,0.00527154157206086,-0.004253760649714545,-0.01911498874861807,-0.014769655321184657,-0.004168544067517317,0.0030173143574789766,-0.04931609633899969,-0.019370192134564437,-0.04841157867568396,0.006369395948688007,-0.06375734043964204,-0.012318480351277824,-0.06536499422526428,-0.029976066,-0.017248254,-0.025908488896202106,-0.021884939003667843,-0.024177992305621735,0.011860798624022088,-0.04643430252421932,-0.020053844563603988,-0.00862235138299136,-0.003654576526747071,-0.021551368652689324,-0.020993459787310195,-0.0069044076571823055,0.02590129737194635,-0.027537269307467884,-0.015825687532339414,-0.004233348706192996,0.005744757435086592,-0.036920384,-0.017021097
