,,GEPIC,GEPIC,GEPIC,GEPIC,LPJmL,LPJmL,LPJmL,LPJmL
,,GFDL-ESM2M,HadGEM2-ES,IPSL-CM5A-LR,MIROC5,GFDL-ESM2M,HadGEM2-ES,IPSL-CM5A-LR,MIROC5
rcp26,mai,0.0006252758519084469,0.0006343786246574526,0.0006253645564296449,0.0006377350282512583,9.442310509906336e-06,1.3695080150947332e-05,3.2013577012279338e-06,5.74333548256746e-06
rcp26,soy,0.0013552683140636167,0.0013340843167089747,0.0013373468782410588,0.0013434187631051822,0.001445070847420676,0.0014713634689069175,0.0014320594774137687,0.0014730606172748653
rcp26,ric,0.0012859189023623466,0.0013307384031401258,0.0012986509871473564,0.0013351329066481192,0.0013617699906376124,0.0014647618554878312,0.0014227791121974637,0.0014555505904145169
rcp26,whe,0.00030491203005906197,0.00033515835307167656,0.0003185413200969068,0.00032082627123001286,0.0009019793972874625,0.0009330304334280128,0.0009203402579156253,0.0009441995930572388
rcp26,cas,-,-,-,-,0.0014458044418880758,0.0015265288966754085,0.001544078884484125,0.0015401171227489038
rcp26,mil,-,-,-,-,5.3328227851957315e-05,6.340455775451165e-05,4.268006666138691e-05,6.165038996168201e-05
rcp26,nut,-,-,-,-,0.0016397314252302028,0.0017613946207129777,0.0016764798415277412,0.0016960347504905793
rcp26,pea,-,-,-,-,0.0012653325440557398,0.0013817955116329685,0.00135305905904164,0.0013593210954039598
rcp26,rap,-,-,-,-,0.001187058092182365,0.0012714703292221643,0.0012411754708220321,0.0012652201012413964
rcp26,sgb,-,-,-,-,0.0012208344715033883,0.001314719728564843,0.0012907213238854123,0.0013034228546259065
rcp26,sug,-,-,-,-,-3.7315690793858555e-05,-2.3989141409914503e-05,-3.7421544153837664e-05,-3.904616207709725e-05
rcp26,sun,-,-,-,-,0.0016964029201967266,0.0018092486543717038,0.0017046530780691425,0.0018000379512168882
rcp60,mai,0.0005075893774775202,0.0005168046892471815,0.0005095635986324438,0.0005128497554817631,-,-,-,-
rcp60,soy,0.0012055975807723851,0.0011935199490763575,0.0012028589731551604,0.0011979082906309745,-,-,-,-
rcp60,ric,0.001162936704598122,0.001211288546592648,0.0011665046492474978,0.001189820211489535,-,-,-,-
rcp60,whe,0.0002712669851419816,0.00030588884285035503,0.00029432923022566944,0.0002880049221279092,-,-,-,-
rcp60,cas,-,-,-,-,-,-,-,-
rcp60,mil,-,-,-,-,-,-,-,-
rcp60,nut,-,-,-,-,-,-,-,-
rcp60,pea,-,-,-,-,-,-,-,-
rcp60,rap,-,-,-,-,-,-,-,-
rcp60,sgb,-,-,-,-,-,-,-,-
rcp60,sug,-,-,-,-,-,-,-,-
rcp60,sun,-,-,-,-,-,-,-,-
